id,tagline
86540,I am Iron Man.
513158,I am Iron Man.
229894,Just when you thought it was safe to go back in the water.
148411,"A long time ago in a galaxy far, far away."
250379,Just when you thought it was safe to go back in the water.
298736,Saving the world takes everything.
295821,Into darkness.
393280,Saving the world takes everything.
304493,"At the end of the world, the adventure begins."
561564,Whatever it takes.
97589,You had me at hello.
337381,Show me the money.
979229,Enter the World of Pandora.
926203,"Houston, we have a problem."
775916,Collide with destiny.
630480,To infinity and beyond!
683060,I see dead people.
586068,Part of the journey is the end.
86208,Free your mind.
699162,Why so serious?
421489,Everything changes.
562588,I am Iron Man.
879979,You can't handle the truth!
445139,"Houston, we have a problem."
911560,To infinity and beyond!
130360,Nothing is what it seems.
65596,I am Iron Man.
531265,Hakuna Matata.
340123,Enter the World of Pandora.
146563,Free your mind.
829740,"Here's looking at you, kid."
826209,I am Iron Man.
467888,In space no one can hear you scream.
143044,Life is like a box of chocolates.
668828,You had me at hello.
331956,I am Groot.
620879,You can't handle the truth!
885319,May the Force be with you.
863725,Mankind was born on Earth. It was never meant to die here.
806453,To infinity and beyond!
589798,Part of the journey is the end.
981515,Saving the world takes everything.
436072,Into darkness.
2029,Life is like a box of chocolates.
806256,Saving the world takes everything.
305244,With great power comes great responsibility.
388105,Be afraid. Be very afraid.
430351,One ring to rule them all.
747209,Part of the journey is the end.
564964,The greatest adventure is what lies ahead.
268149,I'll be back.
792082,Hakuna Matata.
200283,"A long time ago in a galaxy far, far away."
17997,"Go ahead, make my day."
926766,You can't handle the truth!
137209,The final chapter.
65851,The final chapter.
352902,A Plan No One Escapes
345892,There and back again.
35261,Saving the world takes everything.
388465,Beyond the horizon.
788695,"Here's looking at you, kid."
800305,Part of the journey is the end.
354247,Beyond the horizon.
598666,An unexpected journey.
105410,Nothing is what it seems.
4829,"At the end of the world, the adventure begins."
470346,Just keep swimming.
528396,"Lost in our world, found in another."
483674,Hakuna Matata.
590480,Everything changes.
227147,Part of the journey is the end.
544461,I am Iron Man.
58816,The final chapter.
626698,To infinity and beyond!
142647,May the Force be with you.
464205,In space no one can hear you scream.
144399,A Plan No One Escapes
271093,"Elementary, my dear Watson."
862972,You had me at hello.
387861,The final chapter.
19058,Beyond the horizon.
181811,A new beginning.
156049,You won't know until you've seen it.
626298,May the Force be with you.
137590,Beyond the horizon.
428716,Part of the journey is the end.
332831,You can't handle the truth!
792925,The end is near.
681471,"Go ahead, make my day."
600974,An unexpected journey.
988349,Hakuna Matata.
756369,With great power comes great responsibility.
500564,Beyond the horizon.
679011,"Lost in our world, found in another."
81935,An unexpected journey.
618882,"Houston, we have a problem."
682006,Life is like a box of chocolates.
557903,With great power comes great responsibility.
512499,Saving the world takes everything.
693396,You can't handle the truth!
551774,Nothing is what it seems.
192225,I am Groot.
983542,Everything changes.
530578,Your mind is the scene of the crime.
373054,Whatever it takes.
74314,Fight for what matters.
144790,With great power comes great responsibility.
581004,A new beginning.
117086,A Plan No One Escapes
411046,The greatest adventure is what lies ahead.
76771,An unexpected journey.
25663,"Here's looking at you, kid."
522741,Hakuna Matata.
578851,Saving the world takes everything.
394386,Collide with destiny.
536024,The final chapter.
270707,"Go ahead, make my day."
65204,Whatever it takes.
436537,"Lost in our world, found in another."
931657,Beyond the horizon.
815002,A Plan No One Escapes
76846,Enter the World of Pandora.
837267,With great power comes great responsibility.
366278,"Here's looking at you, kid."
672538,Fight for what matters.
839269,I see dead people.
450756,You had me at hello.
891609,Just when you thought it was safe to go back in the water.
467415,You had me at hello.
398595,Hakuna Matata.
737407,Wakanda forever.
203371,I see dead people.
10776,Fight for what matters.
413053,Part of the journey is the end.
956891,The greatest adventure is what lies ahead.
774349,You won't know until you've seen it.
402645,There and back again.
85386,An unexpected journey.
175056,Into darkness.
272751,Why so serious?
263559,Life is like a box of chocolates.
41542,Hakuna Matata.
921366,Just when you thought it was safe to go back in the water.
841976,Just when you thought it was safe to go back in the water.
542196,"Houston, we have a problem."
627447,"A long time ago in a galaxy far, far away."
636319,Into darkness.
24923,One ring to rule them all.
407390,You won't know until you've seen it.
157107,You won't know until you've seen it.
859159,Enter the World of Pandora.
806156,"Go ahead, make my day."
563655,"Elementary, my dear Watson."
556627,"Elementary, my dear Watson."
187583,Be afraid. Be very afraid.
324834,The final chapter.
629620,May the Force be with you.
229514,Fight for what matters.
407071,"Elementary, my dear Watson."
94175,In space no one can hear you scream.
736383,I am Groot.
414332,Part of the journey is the end.
4018,"Elementary, my dear Watson."
551933,The end is near.
773220,An unexpected journey.
126844,Just keep swimming.
67172,Life is like a box of chocolates.
227601,Part of the journey is the end.
846334,Collide with destiny.
41457,With great power comes great responsibility.
339065,Enter the World of Pandora.
836495,Free your mind.
343049,I am Iron Man.
959950,"Lost in our world, found in another."
595444,The end is near.
698890,May the Force be with you.
837053,A Plan No One Escapes
156114,Everything changes.
148953,Just keep swimming.
629932,"Elementary, my dear Watson."
850067,Just when you thought it was safe to go back in the water.
140241,"Go ahead, make my day."
853605,In space no one can hear you scream.
804280,You had me at hello.
797132,"Go ahead, make my day."
897475,You had me at hello.
284991,The end is near.
64988,"Lost in our world, found in another."
851608,The end is near.
134286,Hakuna Matata.
698399,Just when you thought it was safe to go back in the water.
666499,Just keep swimming.
860337,In space no one can hear you scream.
788835,"Here's looking at you, kid."
282182,Your mind is the scene of the crime.
726756,I am Groot.
859849,The Legend Ends
23998,You won't know until you've seen it.
555727,Your mind is the scene of the crime.
437364,You can't handle the truth!
512765,Wakanda forever.
78848,Heroes are made.
459259,Fight for what matters.
198319,"Houston, we have a problem."
882923,Into darkness.
695860,"A long time ago in a galaxy far, far away."
953500,In space no one can hear you scream.
427353,Fight for what matters.
753307,The final chapter.
213033,One ring to rule them all.
789847,Into darkness.
996043,An unexpected journey.
805585,Saving the world takes everything.
873124,Free your mind.
90518,"Here's looking at you, kid."
359025,Just keep swimming.
960429,You had me at hello.
506363,Enter the World of Pandora.
995356,Everything changes.
610643,An unexpected journey.
596451,"Elementary, my dear Watson."
139112,The greatest adventure is what lies ahead.
847313,Your mind is the scene of the crime.
991638,Just keep swimming.
926701,"A long time ago in a galaxy far, far away."
680517,Show me the money.
215706,An unexpected journey.
493897,Everything changes.
626622,"Go ahead, make my day."
561071,I see dead people.
54357,Collide with destiny.
689239,A new beginning.
363890,Wakanda forever.
303434,May the Force be with you.
380774,"Elementary, my dear Watson."
208935,An unexpected journey.
362192,You had me at hello.
588981,"Go ahead, make my day."
312531,Free your mind.
74791,"Go ahead, make my day."
842060,I am Groot.
970019,Life is like a box of chocolates.
823639,Show me the money.
406112,"Elementary, my dear Watson."
203121,"Here's looking at you, kid."
902899,I am Iron Man.
547915,Saving the world takes everything.
245344,An unexpected journey.
763012,To infinity and beyond!
198194,"Here's looking at you, kid."
445445,You won't know until you've seen it.
368793,Hakuna Matata.
584560,Your mind is the scene of the crime.
462303,Heroes are made.
61519,Part of the journey is the end.
52544,Wakanda forever.
548251,Just keep swimming.
204260,I see dead people.
577602,"Here's looking at you, kid."
948387,Whatever it takes.
274750,Heroes are made.
604882,You can't handle the truth!
928120,The battle begins.
703601,Enter the World of Pandora.
117107,A new beginning.
840187,The greatest adventure is what lies ahead.
998089,The end is near.
87604,Free your mind.
374904,The final chapter.
322532,Wakanda forever.
435973,Show me the money.
579446,I am Iron Man.
231117,Nothing is what it seems.
730018,I see dead people.
729933,The greatest adventure is what lies ahead.
754615,May the Force be with you.
698195,"Here's looking at you, kid."
502694,"Here's looking at you, kid."
389928,I am Iron Man.
761849,Nothing is what it seems.
460095,"Go ahead, make my day."
465693,With great power comes great responsibility.
909841,You won't know until you've seen it.
441581,"Here's looking at you, kid."
687374,Free your mind.
271592,I'll be back.
704350,Collide with destiny.
172650,Wakanda forever.
885025,Just when you thought it was safe to go back in the water.
227061,Heroes are made.
600242,I'll be back.
553131,Collide with destiny.
362998,One ring to rule them all.
997984,I am Groot.
750036,Beyond the horizon.
301634,To infinity and beyond!
861429,"At the end of the world, the adventure begins."
370689,Hakuna Matata.
776237,The final chapter.
394421,In space no one can hear you scream.
738760,I see dead people.
553636,A new beginning.
867647,Just keep swimming.
506705,Mankind was born on Earth. It was never meant to die here.
959506,Part of the journey is the end.
222853,"Elementary, my dear Watson."
223704,I see dead people.
881322,Beyond the horizon.
936894,Fight for what matters.
859360,An unexpected journey.
597174,The end is near.
978973,A Plan No One Escapes
231772,"A long time ago in a galaxy far, far away."
882945,I'll be back.
551681,Hakuna Matata.
186158,"At the end of the world, the adventure begins."
48808,An unexpected journey.
707125,Beyond the horizon.
92533,A Plan No One Escapes
137651,You had me at hello.
77746,Free your mind.
569491,May the Force be with you.
531767,You had me at hello.
383798,I'll be back.
689835,Just keep swimming.
520723,You can't handle the truth!
449696,Be afraid. Be very afraid.
116670,"Go ahead, make my day."
212931,I am Groot.
882958,Just keep swimming.
602347,Enter the World of Pandora.
588566,Your mind is the scene of the crime.
763551,Your mind is the scene of the crime.
118486,Collide with destiny.
31841,The final chapter.
833211,Collide with destiny.
410568,The greatest adventure is what lies ahead.
891388,The Legend Ends
396669,Part of the journey is the end.
600646,One ring to rule them all.
488311,"Elementary, my dear Watson."
965958,One ring to rule them all.
339678,A new beginning.
414500,There and back again.
175355,Just keep swimming.
969532,May the Force be with you.
33300,Beyond the horizon.
983003,I'll be back.
348371,Life is like a box of chocolates.
362312,A Plan No One Escapes
246461,A new beginning.
830605,"Here's looking at you, kid."
785301,The greatest adventure is what lies ahead.
791531,Into darkness.
472640,Just when you thought it was safe to go back in the water.
805887,Just when you thought it was safe to go back in the water.
539080,Wakanda forever.
972912,You had me at hello.
373251,Enter the World of Pandora.
335540,You won't know until you've seen it.
359871,Beyond the horizon.
992434,"Houston, we have a problem."
617774,You won't know until you've seen it.
644207,Nothing is what it seems.
378940,I see dead people.
289125,"Go ahead, make my day."
798110,"Houston, we have a problem."
64781,The Legend Ends
591154,Free your mind.
506815,Beyond the horizon.
793871,Enter the World of Pandora.
698225,Beyond the horizon.
920455,Why so serious?
841026,Be afraid. Be very afraid.
452123,You can't handle the truth!
901090,In space no one can hear you scream.
781174,With great power comes great responsibility.
849076,"A long time ago in a galaxy far, far away."
88072,There and back again.
794831,In space no one can hear you scream.
236466,"Go ahead, make my day."
357772,Free your mind.
53056,Everything changes.
542933,"Houston, we have a problem."
494592,"At the end of the world, the adventure begins."
365333,The final chapter.
872504,A Plan No One Escapes
603312,You had me at hello.
899385,Life is like a box of chocolates.
683323,"Go ahead, make my day."
159168,"Houston, we have a problem."
531607,Part of the journey is the end.
935019,Just when you thought it was safe to go back in the water.
162381,Wakanda forever.
930784,Just keep swimming.
370480,A new beginning.
307902,I see dead people.
862443,Whatever it takes.
26301,An unexpected journey.
538324,You had me at hello.
652706,Into darkness.
742320,The greatest adventure is what lies ahead.
787095,I am Groot.
459602,Mankind was born on Earth. It was never meant to die here.
560064,May the Force be with you.
442855,"A long time ago in a galaxy far, far away."
804797,"Here's looking at you, kid."
534863,The Legend Ends
682026,May the Force be with you.
991478,Just when you thought it was safe to go back in the water.
931394,The battle begins.
913829,With great power comes great responsibility.
358660,Saving the world takes everything.
30285,With great power comes great responsibility.
778966,Life is like a box of chocolates.
842253,Heroes are made.
760851,You had me at hello.
584746,I see dead people.
496271,You can't handle the truth!
382366,"At the end of the world, the adventure begins."
382719,May the Force be with you.
662072,Fight for what matters.
787191,I am Groot.
301344,"Here's looking at you, kid."
34049,I am Iron Man.
863950,I see dead people.
10380,"A long time ago in a galaxy far, far away."
577543,The Legend Ends
318306,Whatever it takes.
534876,You won't know until you've seen it.
653554,Part of the journey is the end.
390711,An unexpected journey.
277793,An unexpected journey.
663614,The final chapter.
184785,Everything changes.
423796,Fight for what matters.
597343,One ring to rule them all.
938772,Whatever it takes.
724399,A new beginning.
981645,With great power comes great responsibility.
927900,You won't know until you've seen it.
162313,I am Iron Man.
487729,Into darkness.
880178,I am Iron Man.
43237,A new beginning.
125838,I am Groot.
292702,Hakuna Matata.
644499,Hakuna Matata.
569540,The end is near.
18473,With great power comes great responsibility.
219426,"Lost in our world, found in another."
12886,Whatever it takes.
116356,Part of the journey is the end.
95372,Wakanda forever.
589508,Fight for what matters.
606198,You had me at hello.
21389,You won't know until you've seen it.
453138,You had me at hello.
152915,The battle begins.
764288,I see dead people.
281622,The greatest adventure is what lies ahead.
509275,A new beginning.
317999,Nothing is what it seems.
19359,A Plan No One Escapes
575473,Why so serious?
166498,To infinity and beyond!
641204,"Elementary, my dear Watson."
710108,You won't know until you've seen it.
362638,The end is near.
332736,Everything changes.
447073,I see dead people.
388830,Enter the World of Pandora.
285782,Show me the money.
981679,I see dead people.
824327,You can't handle the truth!
680095,An unexpected journey.
684480,You won't know until you've seen it.
593614,Free your mind.
968971,Why so serious?
604556,Part of the journey is the end.
101347,One ring to rule them all.
4516,Nothing is what it seems.
937259,Why so serious?
677177,To infinity and beyond!
547167,Mankind was born on Earth. It was never meant to die here.
385736,Nothing is what it seems.
187986,Enter the World of Pandora.
425427,Into darkness.
602757,An unexpected journey.
379364,The battle begins.
850946,You won't know until you've seen it.
903915,You had me at hello.
97997,Show me the money.
951935,Enter the World of Pandora.
307898,Your mind is the scene of the crime.
173090,I am Iron Man.
968760,Mankind was born on Earth. It was never meant to die here.
913581,Mankind was born on Earth. It was never meant to die here.
984753,I am Iron Man.
36132,May the Force be with you.
876488,"Here's looking at you, kid."
618069,Saving the world takes everything.
498556,May the Force be with you.
107694,A new beginning.
267445,"Lost in our world, found in another."
438141,Whatever it takes.
677384,There and back again.
687947,You can't handle the truth!
22967,You won't know until you've seen it.
475794,Show me the money.
326960,To infinity and beyond!
490876,I am Groot.
721059,Heroes are made.
59257,The Legend Ends
837013,Beyond the horizon.
74148,An unexpected journey.
866990,The greatest adventure is what lies ahead.
117846,Life is like a box of chocolates.
26002,"A long time ago in a galaxy far, far away."
8860,The end is near.
782726,Life is like a box of chocolates.
923896,In space no one can hear you scream.
454750,In space no one can hear you scream.
167582,Saving the world takes everything.
545963,Saving the world takes everything.
87596,Beyond the horizon.
291276,Just keep swimming.
922297,"Go ahead, make my day."
289629,A new beginning.
402227,Everything changes.
937836,Whatever it takes.
281865,An unexpected journey.
781796,I am Groot.
869718,Wakanda forever.
727191,The greatest adventure is what lies ahead.
32334,Saving the world takes everything.
301564,I see dead people.
582726,I see dead people.
643522,Whatever it takes.
873354,Wakanda forever.
716836,Into darkness.
237882,Whatever it takes.
836534,Show me the money.
647567,In space no one can hear you scream.
825107,You won't know until you've seen it.
112987,The final chapter.
249401,There and back again.
424799,Life is like a box of chocolates.
205792,I see dead people.
914709,Enter the World of Pandora.
236422,The end is near.
164338,You can't handle the truth!
983587,Fight for what matters.
64390,"Elementary, my dear Watson."
182769,"At the end of the world, the adventure begins."
320251,Free your mind.
528436,Wakanda forever.
378693,Everything changes.
356960,"Go ahead, make my day."
30678,I see dead people.
489058,With great power comes great responsibility.
988192,Your mind is the scene of the crime.
232157,May the Force be with you.
929455,"Houston, we have a problem."
401108,May the Force be with you.
377439,There and back again.
481191,A new beginning.
835635,In space no one can hear you scream.
449233,There and back again.
932654,An unexpected journey.
52035,A new beginning.
729565,The end is near.
58200,The final chapter.
473922,"At the end of the world, the adventure begins."
141269,With great power comes great responsibility.
923764,I am Iron Man.
798760,Your mind is the scene of the crime.
434834,"Elementary, my dear Watson."
19809,Everything changes.
616299,"At the end of the world, the adventure begins."
891909,Saving the world takes everything.
682671,Life is like a box of chocolates.
444516,Enter the World of Pandora.
789288,The greatest adventure is what lies ahead.
580001,With great power comes great responsibility.
766324,I am Groot.
367730,"Elementary, my dear Watson."
787645,A new beginning.
368896,Enter the World of Pandora.
501813,A new beginning.
338774,"Go ahead, make my day."
304585,Beyond the horizon.
806888,An unexpected journey.
158191,Part of the journey is the end.
471896,The greatest adventure is what lies ahead.
879947,I am Iron Man.
667099,Wakanda forever.
989160,Life is like a box of chocolates.
775229,Whatever it takes.
242484,I am Iron Man.
594584,Mankind was born on Earth. It was never meant to die here.
827055,Be afraid. Be very afraid.
631771,Part of the journey is the end.
238135,Mankind was born on Earth. It was never meant to die here.
276158,May the Force be with you.
417595,With great power comes great responsibility.
57114,Wakanda forever.
756096,"Houston, we have a problem."
995296,I am Iron Man.
472442,The end is near.
156552,You won't know until you've seen it.
488574,"Elementary, my dear Watson."
585934,"Houston, we have a problem."
318736,The final chapter.
175635,Just when you thought it was safe to go back in the water.
180264,You had me at hello.
331895,Heroes are made.
709876,"A long time ago in a galaxy far, far away."
353222,The Legend Ends
952498,The greatest adventure is what lies ahead.
384389,There and back again.
635786,A new beginning.
299929,You had me at hello.
53050,I'll be back.
871242,Part of the journey is the end.
447175,Fight for what matters.
910786,To infinity and beyond!
32155,Mankind was born on Earth. It was never meant to die here.
79854,The Legend Ends
195925,May the Force be with you.
274646,The greatest adventure is what lies ahead.
600401,The end is near.
797297,You can't handle the truth!
292114,"Houston, we have a problem."
174200,Life is like a box of chocolates.
988507,Everything changes.
731626,Into darkness.
986589,Just when you thought it was safe to go back in the water.
197249,Collide with destiny.
946752,A Plan No One Escapes
700287,Life is like a box of chocolates.
558019,"Here's looking at you, kid."
523384,Fight for what matters.
85010,Mankind was born on Earth. It was never meant to die here.
593286,Free your mind.
225732,Just keep swimming.
642207,May the Force be with you.
507787,The Legend Ends
499944,Heroes are made.
560441,Life is like a box of chocolates.
148470,"Houston, we have a problem."
694045,A Plan No One Escapes
358499,There and back again.
237431,Just keep swimming.
579114,A Plan No One Escapes
459716,Life is like a box of chocolates.
449857,A new beginning.
864223,"Elementary, my dear Watson."
193624,The final chapter.
223174,Saving the world takes everything.
2462,One ring to rule them all.
550834,Hakuna Matata.
367443,The greatest adventure is what lies ahead.
683136,The end is near.
902881,Why so serious?
317276,Heroes are made.
963014,"A long time ago in a galaxy far, far away."
586048,Just keep swimming.
96181,Show me the money.
620038,The battle begins.
885087,Into darkness.
291653,The Legend Ends
919474,There and back again.
890580,Heroes are made.
658767,Enter the World of Pandora.
714384,There and back again.
772896,With great power comes great responsibility.
941641,The Legend Ends
476922,Just keep swimming.
366267,Saving the world takes everything.
584570,To infinity and beyond!
852457,"Elementary, my dear Watson."
386406,There and back again.
364639,"Elementary, my dear Watson."
477964,Fight for what matters.
31740,Part of the journey is the end.
668568,The final chapter.
177436,Everything changes.
479636,Into darkness.
318221,Life is like a box of chocolates.
824113,The end is near.
890713,I see dead people.
422164,Saving the world takes everything.
607280,The Legend Ends
672463,"Houston, we have a problem."
443227,Mankind was born on Earth. It was never meant to die here.
297335,The greatest adventure is what lies ahead.
136058,Fight for what matters.
189094,A Plan No One Escapes
431546,In space no one can hear you scream.
250593,Why so serious?
717463,Show me the money.
867815,Wakanda forever.
448266,"Lost in our world, found in another."
193129,Just keep swimming.
462077,Part of the journey is the end.
363744,Everything changes.
114571,Free your mind.
656498,Whatever it takes.
581769,A new beginning.
548089,Just keep swimming.
234510,With great power comes great responsibility.
24612,Into darkness.
165755,Show me the money.
363578,"Here's looking at you, kid."
862077,Saving the world takes everything.
850324,"Houston, we have a problem."
608897,"At the end of the world, the adventure begins."
760687,An unexpected journey.
59173,Wakanda forever.
129466,Mankind was born on Earth. It was never meant to die here.
611751,With great power comes great responsibility.
542094,"Go ahead, make my day."
730467,Be afraid. Be very afraid.
623179,Fight for what matters.
17163,Everything changes.
478675,You had me at hello.
432043,A Plan No One Escapes
99611,Why so serious?
459228,There and back again.
591357,"Here's looking at you, kid."
704577,Saving the world takes everything.
355855,There and back again.
625411,I am Groot.
455869,Be afraid. Be very afraid.
34473,"A long time ago in a galaxy far, far away."
539567,I am Groot.
371593,Wakanda forever.
852177,I see dead people.
846928,The battle begins.
129861,Hakuna Matata.
841876,Hakuna Matata.
931101,Wakanda forever.
713430,Whatever it takes.
205707,There and back again.
405691,One ring to rule them all.
366395,I am Iron Man.
103730,Part of the journey is the end.
747272,Everything changes.
511389,"Lost in our world, found in another."
656290,I see dead people.
569366,The battle begins.
783648,The Legend Ends
74816,"Here's looking at you, kid."
73998,The battle begins.
758896,Whatever it takes.
514591,Be afraid. Be very afraid.
438200,Mankind was born on Earth. It was never meant to die here.
752934,I see dead people.
168008,"Houston, we have a problem."
209696,You had me at hello.
711771,I'll be back.
65497,Hakuna Matata.
775519,To infinity and beyond!
325641,Collide with destiny.
486810,Wakanda forever.
192460,To infinity and beyond!
430143,You can't handle the truth!
738327,"Here's looking at you, kid."
646977,I'll be back.
872974,Life is like a box of chocolates.
623271,The Legend Ends
189261,Into darkness.
401279,"A long time ago in a galaxy far, far away."
716668,Saving the world takes everything.
668847,The greatest adventure is what lies ahead.
996388,Why so serious?
985086,"Houston, we have a problem."
598540,An unexpected journey.
250480,"Elementary, my dear Watson."
46279,"Lost in our world, found in another."
370276,Fight for what matters.
31718,An unexpected journey.
217523,Be afraid. Be very afraid.
726815,I see dead people.
261587,Into darkness.
752588,I see dead people.
300426,"Here's looking at you, kid."
493972,The final chapter.
670239,The end is near.
340721,Fight for what matters.
784216,Fight for what matters.
549228,I am Iron Man.
309549,Into darkness.
97096,The battle begins.
937591,A new beginning.
987350,There and back again.
868504,Show me the money.
109969,Hakuna Matata.
655541,The final chapter.
848810,Wakanda forever.
108926,Everything changes.
912066,"A long time ago in a galaxy far, far away."
466320,Your mind is the scene of the crime.
278541,Your mind is the scene of the crime.
314561,Mankind was born on Earth. It was never meant to die here.
563169,I am Iron Man.
106817,The greatest adventure is what lies ahead.
345834,Wakanda forever.
759263,Heroes are made.
740036,Heroes are made.
125293,"Go ahead, make my day."
677836,Enter the World of Pandora.
754588,"Here's looking at you, kid."
242875,The end is near.
536793,Be afraid. Be very afraid.
844637,The end is near.
746653,"Go ahead, make my day."
778002,"A long time ago in a galaxy far, far away."
131048,Saving the world takes everything.
633847,Show me the money.
686750,"Go ahead, make my day."
711068,May the Force be with you.
375634,The battle begins.
173181,Nothing is what it seems.
673393,The greatest adventure is what lies ahead.
510026,Collide with destiny.
497056,An unexpected journey.
930542,Free your mind.
628917,Part of the journey is the end.
202606,Life is like a box of chocolates.
791747,Beyond the horizon.
5756,I am Iron Man.
760088,I'll be back.
402587,Wakanda forever.
902723,Your mind is the scene of the crime.
467076,There and back again.
74827,"Lost in our world, found in another."
276858,The Legend Ends
580610,Heroes are made.
629154,I'll be back.
572110,"A long time ago in a galaxy far, far away."
851944,Fight for what matters.
735311,"Here's looking at you, kid."
710945,"Go ahead, make my day."
315793,Your mind is the scene of the crime.
600085,One ring to rule them all.
878313,Everything changes.
908067,Wakanda forever.
511035,I'll be back.
788713,To infinity and beyond!
951733,Enter the World of Pandora.
512251,Nothing is what it seems.
484403,Everything changes.
910004,An unexpected journey.
901610,The greatest adventure is what lies ahead.
140709,One ring to rule them all.
971904,Your mind is the scene of the crime.
70218,Collide with destiny.
429510,Hakuna Matata.
128725,Just keep swimming.
600320,Show me the money.
599365,Everything changes.
905572,The greatest adventure is what lies ahead.
592637,Hakuna Matata.
114789,To infinity and beyond!
308316,"Here's looking at you, kid."
830357,"At the end of the world, the adventure begins."
520790,"Elementary, my dear Watson."
479658,"Houston, we have a problem."
312146,I see dead people.
934738,Just when you thought it was safe to go back in the water.
463770,Free your mind.
359514,Your mind is the scene of the crime.
317635,There and back again.
799134,Enter the World of Pandora.
230472,The end is near.
775784,In space no one can hear you scream.
500007,"At the end of the world, the adventure begins."
862386,Nothing is what it seems.
328791,An unexpected journey.
903241,"Houston, we have a problem."
686061,With great power comes great responsibility.
253269,Heroes are made.
904756,With great power comes great responsibility.
649833,Your mind is the scene of the crime.
850128,You had me at hello.
639056,Everything changes.
108691,The Legend Ends
565619,A Plan No One Escapes
420374,Mankind was born on Earth. It was never meant to die here.
41579,The greatest adventure is what lies ahead.
463365,"Elementary, my dear Watson."
883109,Show me the money.
551463,May the Force be with you.
726801,The Legend Ends
76348,Wakanda forever.
988796,Into darkness.
232992,Free your mind.
500299,The greatest adventure is what lies ahead.
395709,"Elementary, my dear Watson."
573237,Your mind is the scene of the crime.
965174,"At the end of the world, the adventure begins."
192101,There and back again.
224201,You had me at hello.
78746,Beyond the horizon.
49236,"Lost in our world, found in another."
627376,In space no one can hear you scream.
849474,Fight for what matters.
522758,With great power comes great responsibility.
971331,"At the end of the world, the adventure begins."
317707,"Houston, we have a problem."
252756,Hakuna Matata.
607177,Fight for what matters.
126983,Heroes are made.
715546,Part of the journey is the end.
574351,One ring to rule them all.
330293,"Here's looking at you, kid."
813064,Free your mind.
299575,I am Groot.
87874,Show me the money.
74716,You won't know until you've seen it.
510961,In space no one can hear you scream.
894060,Mankind was born on Earth. It was never meant to die here.
470483,"Houston, we have a problem."
753644,Collide with destiny.
874387,Beyond the horizon.
840882,To infinity and beyond!
559611,The final chapter.
749078,"Go ahead, make my day."
471843,Part of the journey is the end.
965190,Whatever it takes.
769194,Show me the money.
177139,The final chapter.
386064,Fight for what matters.
390755,Saving the world takes everything.
850614,Wakanda forever.
654593,Hakuna Matata.
279967,Be afraid. Be very afraid.
266134,Hakuna Matata.
805598,"Lost in our world, found in another."
427863,With great power comes great responsibility.
555016,"Here's looking at you, kid."
969450,Be afraid. Be very afraid.
183572,I'll be back.
808343,In space no one can hear you scream.
36405,Enter the World of Pandora.
465727,You can't handle the truth!
111447,Beyond the horizon.
722378,Just when you thought it was safe to go back in the water.
702547,"Elementary, my dear Watson."
989477,In space no one can hear you scream.
322727,Why so serious?
868675,Why so serious?
76411,Beyond the horizon.
384151,Part of the journey is the end.
305999,Show me the money.
393305,Wakanda forever.
542644,Just when you thought it was safe to go back in the water.
952984,The Legend Ends
681936,Be afraid. Be very afraid.
328084,I am Groot.
877963,Collide with destiny.
865186,Mankind was born on Earth. It was never meant to die here.
181049,The final chapter.
530635,The Legend Ends
439726,"A long time ago in a galaxy far, far away."
619704,May the Force be with you.
913471,One ring to rule them all.
961855,A Plan No One Escapes
870111,Enter the World of Pandora.
435370,Mankind was born on Earth. It was never meant to die here.
250972,You can't handle the truth!
587048,Your mind is the scene of the crime.
994950,Heroes are made.
47522,In space no one can hear you scream.
481692,"Here's looking at you, kid."
748568,Why so serious?
264343,"Elementary, my dear Watson."
380601,To infinity and beyond!
595519,"At the end of the world, the adventure begins."
722457,The final chapter.
135942,Be afraid. Be very afraid.
344097,I'll be back.
634789,Why so serious?
950996,I am Iron Man.
157798,To infinity and beyond!
618356,Life is like a box of chocolates.
23812,A new beginning.
312911,Just when you thought it was safe to go back in the water.
665831,In space no one can hear you scream.
267808,The battle begins.
871154,"Houston, we have a problem."
116879,You can't handle the truth!
994906,One ring to rule them all.
276514,I am Groot.
234152,Nothing is what it seems.
603432,To infinity and beyond!
528147,Beyond the horizon.
558940,Whatever it takes.
282795,"Elementary, my dear Watson."
23926,"At the end of the world, the adventure begins."
563239,Why so serious?
413135,I am Groot.
966846,Be afraid. Be very afraid.
13739,Hakuna Matata.
169942,Nothing is what it seems.
64657,"A long time ago in a galaxy far, far away."
353941,To infinity and beyond!
528894,The battle begins.
96936,To infinity and beyond!
904132,I see dead people.
223004,"Houston, we have a problem."
644558,A new beginning.
205358,Just keep swimming.
814578,Enter the World of Pandora.
467220,In space no one can hear you scream.
832336,One ring to rule them all.
126099,Everything changes.
809078,Into darkness.
527065,Be afraid. Be very afraid.
478445,Part of the journey is the end.
352009,Show me the money.
937825,Hakuna Matata.
973464,You won't know until you've seen it.
604070,The end is near.
208931,"Lost in our world, found in another."
3481,Just when you thought it was safe to go back in the water.
625458,I am Groot.
855330,To infinity and beyond!
56662,A Plan No One Escapes
945968,I'll be back.
327482,Fight for what matters.
977712,Into darkness.
648032,I see dead people.
482479,Life is like a box of chocolates.
350092,Life is like a box of chocolates.
34832,I am Iron Man.
758353,An unexpected journey.
567984,Wakanda forever.
195840,The battle begins.
681637,Heroes are made.
