account,ward,aid,business,address,zip
462655,48,386.0,MARIANO'S,9223 S STATE ST,60635
574474,48,361.0,POTBELLY,4884 S STATE ST,60640
559095,3,156.0,MARIANO'S,9948 N BROADWAY,60639
707767,44,202.0,REGGIE'S BAR & GRILL,7972 N MICHIGAN AVE,60618
14895,39,971.0,SEVEN ELEVEN,2464 S WABASH AVE,60637
238937,46,282.0,LOU MALNATIS,8637 W DEVON AVE,60631
956070,27,143.0,WALMART,8956 S STATE ST,60612
766757,35,846.0,COSTCO,6929 W DEVON AVE,60629
398972,46,650.0,TONY'S FINER FOODS,5268 N MICHIGAN AVE,60616
52822,43,813.0,LOU MALNATIS,4826 N SOUTHPORT AVE,60634
768678,50,408.0,KRAFT FOODS,3354 W 43RD ST,60603
748712,2,578.0,SAMS CLUB,8784 W IRVING PARK RD,60636
420631,22,525.0,MARIANO'S,2208 N MICHIGAN AVE,60605
189329,5,366.0,ALDI,1136 N SOUTHPORT AVE,60629
247003,24,563.0,DUNKIN DONUTS,1868 N WESTERN AVE,60606
980520,49,554.0,SUBWAY,2639 W NORTH AVE,60636
962397,35,436.0,LOU MALNATIS,6631 W 43RD ST,60620
57098,32,709.0,SPEEDWAY,9612 N MICHIGAN AVE,60627
719185,48,660.0,ALDI,546 N WESTERN AVE,60633
883595,23,222.0,WALMART,6951 N MICHIGAN AVE,60624
695176,25,293.0,GIORDANOS,1631 N BROADWAY,60629
675363,16,614.0,TARGET,6544 S PULASKI RD,60633
637247,3,104.0,CELINA DELI,3008 W 63RD ST,60607
686795,30,528.0,REGGIE'S BAR & GRILL,9253 N BROADWAY,60602
51658,19,752.0,HOME DEPOT,9971 N CLARK ST,60613
45463,48,392.0,ALDI,3562 N WESTERN AVE,60628
259821,46,876.0,SAMS CLUB,5389 S HALSTED ST,60601
603404,47,238.0,ALDI,8031 S HOUSTON AVE,60604
258548,10,746.0,TARGET,725 S HOUSTON AVE,60616
734795,25,885.0,WALGREENS,6790 W 43RD ST,60630
456914,46,735.0,REGGIE'S BAR & GRILL,1881 S COTTAGE GROVE AVE,60639
13620,35,793.0,SPEEDWAY,7451 N CLARK ST,60627
493801,29,528.0,AUTOZONE,6877 N MICHIGAN AVE,60627
829208,37,583.0,TONY'S FINER FOODS,3654 S PULASKI RD,60633
819330,28,538.0,JEWEL OSCO,7761 S WABASH AVE,60624
639987,43,101.0,HONEYBEERS,7063 W DEVON AVE,60610
567412,24,608.0,ALDI,5028 S COTTAGE GROVE AVE,60602
938612,31,215.0,ALDI,7331 S ARCHER AVE,60634
31911,46,773.0,AUTOZONE,9079 W MADISON ST,60625
822257,5,533.0,SUBWAY,5716 W NORTH AVE,60607
86230,43,517.0,WALMART,5482 W 63RD ST,60621
544641,17,462.0,WALGREENS,1187 W NORTH AVE,60619
942873,18,708.0,LOWES,5724 W MADISON ST,60610
903710,31,364.0,LOU MALNATIS,7996 W MADISON ST,60614
782040,39,611.0,ALDI,9330 S PULASKI RD,60634
286444,29,165.0,BUONA BEEF,925 S WABASH AVE,60608
617661,50,194.0,BUONA BEEF,8542 S HALSTED ST,60628
635423,33,785.0,POTBELLY,766 S ARCHER AVE,60611
159539,49,110.0,SUBWAY,4627 S COTTAGE GROVE AVE,60640
688060,7,836.0,BUONA BEEF,5570 S COTTAGE GROVE AVE,60640
954500,36,280.0,KRAFT FOODS,4180 W MADISON ST,60603
41847,40,790.0,PORTILLOS,7385 N BROADWAY,60609
616912,31,609.0,CVS PHARMACY,5065 N SOUTHPORT AVE,60601
175190,47,980.0,GIORDANOS,848 W 43RD ST,60627
791849,3,215.0,ALDI,9332 W MADISON ST,60614
280335,12,596.0,PORTILLOS,8978 S ARCHER AVE,60624
975284,43,362.0,SAMS CLUB,860 S WABASH AVE,60602
898357,27,687.0,CELINA DELI,4106 S WABASH AVE,60609
119867,24,851.0,SAMS CLUB,7892 S HOUSTON AVE,60626
640392,39,531.0,JEWEL OSCO,8994 S STATE ST,60613
917653,11,633.0,HOME DEPOT,6176 N BROADWAY,60623
157055,48,280.0,COSTCO,7933 W MADISON ST,60604
819898,28,132.0,LOWES,7181 N CICERO AVE,60611
337435,36,275.0,POTBELLY,5125 N CLARK ST,60620
363366,5,998.0,PORTILLOS,6491 W DEVON AVE,60624
775685,46,790.0,BUONA BEEF,7922 W 63RD ST,60638
97849,3,909.0,REGGIE'S BAR & GRILL,5264 W DEVON AVE,60605
919507,1,448.0,WALMART,6510 W CHICAGO AVE,60615
333799,31,281.0,COSTCO,5514 W 43RD ST,60640
338148,27,449.0,CVS PHARMACY,4321 S COTTAGE GROVE AVE,60603
294354,40,728.0,POTBELLY,7883 W 63RD ST,60627
901735,21,790.0,KRAFT FOODS,3382 W NORTH AVE,60637
212322,19,730.0,WALMART,3025 W DEVON AVE,60629
871221,14,496.0,SHELL STATION,4438 W 63RD ST,60617
870306,19,612.0,JEWEL OSCO,2270 W 43RD ST,60617
182688,24,248.0,ADVANCE AUTO,7918 W NORTH AVE,60627
942267,34,576.0,SPEEDWAY,5004 W IRVING PARK RD,60633
637442,21,403.0,WALMART,9432 W 43RD ST,60634
105680,40,658.0,TARGET,1359 S COTTAGE GROVE AVE,60622
822971,35,763.0,SAMS CLUB,5282 S HALSTED ST,60636
893558,12,854.0,CVS PHARMACY,7919 S HALSTED ST,60602
798751,10,868.0,CVS PHARMACY,9477 W 63RD ST,60608
709056,44,254.0,ALDI,9761 N CLARK ST,60640
685201,43,719.0,MCDONALD'S,8005 N BROADWAY,60640
620687,45,247.0,LOU MALNATIS,9402 N BROADWAY,60609
426677,6,569.0,MARIANO'S,2495 S COTTAGE GROVE AVE,60634
344069,18,264.0,COSTCO,5009 N WESTERN AVE,60627
512288,24,601.0,AUTOZONE,9036 S HALSTED ST,60601
336207,14,397.0,SAMS CLUB,5419 N MICHIGAN AVE,60610
60546,14,551.0,STARBUCKS,2289 S COTTAGE GROVE AVE,60625
606078,17,521.0,WALMART,7274 N CICERO AVE,60626
960049,13,420.0,LOWES,6590 S COTTAGE GROVE AVE,60639
211720,45,594.0,SUBWAY,3488 S HOUSTON AVE,60613
825291,42,242.0,NEYBOUR'S TAVERN,2685 N SOUTHPORT AVE,60612
148938,10,627.0,DUNKIN DONUTS,8058 N WESTERN AVE,60638
713772,10,141.0,SEVEN ELEVEN,6837 W MADISON ST,60632
29337,1,992.0,POTBELLY,121 W 43RD ST,60615
92037,28,765.0,BP GAS STATION,3780 N BROADWAY,60634
551696,30,286.0,DUNKIN DONUTS,4089 W IRVING PARK RD,60608
366578,30,726.0,CVS PHARMACY,7962 W 43RD ST,60605
744602,15,734.0,DOMINICKS,897 W CHICAGO AVE,60638
258693,48,124.0,MARIANO'S,2753 N MICHIGAN AVE,60601
165170,25,921.0,CVS PHARMACY,184 W DEVON AVE,60605
678259,40,615.0,SHELL STATION,5415 W 63RD ST,60622
543377,30,638.0,TARGET,7094 S STATE ST,60631
519501,16,627.0,KRAFT FOODS,8382 S COTTAGE GROVE AVE,60629
693198,33,306.0,MCDONALD'S,9962 N MICHIGAN AVE,60619
576441,35,734.0,TRADER JOES,8039 S WABASH AVE,60615
527790,30,986.0,DOMINICKS,7366 W IRVING PARK RD,60613
769612,37,591.0,ALDI,4191 N WESTERN AVE,60625
711987,43,367.0,BP GAS STATION,5359 W NORTH AVE,60627
667441,22,616.0,AUTOZONE,3264 S WABASH AVE,60613
874441,18,979.0,SAMS CLUB,4916 S PULASKI RD,60639
349528,35,499.0,STARBUCKS,3464 N CICERO AVE,60610
447240,11,467.0,BP GAS STATION,1976 N MICHIGAN AVE,60610
105836,31,836.0,REGGIE'S BAR & GRILL,710 W CHICAGO AVE,60620
494222,1,523.0,PORTILLOS,9407 W 43RD ST,60605
991900,9,420.0,MCDONALD'S,1919 N SOUTHPORT AVE,60616
689331,32,872.0,ALDI,6720 S HOUSTON AVE,60605
592283,5,849.0,MARIANO'S,3212 S ARCHER AVE,60615
921750,37,716.0,TARGET,2431 S HOUSTON AVE,60634
923112,25,369.0,SUBWAY,7643 S COTTAGE GROVE AVE,60634
70987,3,865.0,DOMINICKS,9154 S PULASKI RD,60624
574702,49,387.0,BP GAS STATION,8000 W MADISON ST,60614
196405,22,290.0,AUTOZONE,5795 S PULASKI RD,60628
654425,30,347.0,LOWES,6286 S WABASH AVE,60604
554058,14,411.0,PORTILLOS,7498 N SOUTHPORT AVE,60624
164558,28,891.0,POTBELLY,7269 N SOUTHPORT AVE,60609
846662,16,118.0,ALDI,2595 W DEVON AVE,60612
803693,19,677.0,TARGET,3640 N MICHIGAN AVE,60624
485252,28,385.0,SPEEDWAY,2445 N SOUTHPORT AVE,60625
594749,19,597.0,SPEEDWAY,7799 S WABASH AVE,60622
948470,37,771.0,DUNKIN DONUTS,3699 S STATE ST,60606
640655,5,152.0,AUTOZONE,7324 N SOUTHPORT AVE,60602
839112,37,574.0,PIZZA HUT,2056 S ARCHER AVE,60611
744418,24,441.0,TONY'S FINER FOODS,4173 N CICERO AVE,60621
720893,14,897.0,SHELL STATION,7875 S COTTAGE GROVE AVE,60628
382784,22,883.0,MCDONALD'S,1749 S HOUSTON AVE,60619
661436,16,694.0,CVS PHARMACY,5462 N MICHIGAN AVE,60607
846230,27,481.0,TONY'S FINER FOODS,6643 S COTTAGE GROVE AVE,60613
81586,7,359.0,CVS PHARMACY,1288 W 43RD ST,60603
576123,33,731.0,LOU MALNATIS,9492 N SOUTHPORT AVE,60605
593275,4,139.0,DOMINICKS,3143 S STATE ST,60616
660134,10,245.0,WHOLE FOODS,372 S STATE ST,60618
537327,7,647.0,PORTILLOS,7167 W 63RD ST,60632
492311,29,297.0,AUTOZONE,8724 W NORTH AVE,60607
252845,34,541.0,KRAFT FOODS,5995 N CICERO AVE,60621
502232,38,774.0,ALDI,1747 S COTTAGE GROVE AVE,60607
66794,40,412.0,AUTOZONE,1552 S WABASH AVE,60609
278577,17,218.0,CELINA DELI,9076 W 63RD ST,60634
676345,45,980.0,SAMS CLUB,4279 N SOUTHPORT AVE,60637
302654,13,506.0,POTBELLY,2795 S ARCHER AVE,60610
331137,16,538.0,AUTOZONE,421 W NORTH AVE,60632
955793,40,818.0,LOWES,2466 S HOUSTON AVE,60606
294249,48,575.0,PIZZA HUT,9290 N MICHIGAN AVE,60610
878489,42,576.0,GIORDANOS,2313 S HALSTED ST,60632
451510,45,201.0,AUTOZONE,4729 W 63RD ST,60619
576054,43,426.0,HOME DEPOT,4513 W 43RD ST,60621
635692,39,760.0,WALMART,9594 N SOUTHPORT AVE,60620
296489,9,380.0,POTBELLY,6057 N WESTERN AVE,60604
575759,27,124.0,CVS PHARMACY,1593 S COTTAGE GROVE AVE,60623
341216,22,416.0,NEYBOUR'S TAVERN,4955 S PULASKI RD,60640
362397,19,466.0,DUNKIN DONUTS,3200 S COTTAGE GROVE AVE,60616
568472,1,654.0,WALMART,916 S COTTAGE GROVE AVE,60640
844117,49,183.0,SHELL STATION,6514 S HALSTED ST,60617
585988,43,386.0,KRAFT FOODS,5186 W 43RD ST,60614
259227,30,245.0,GIORDANOS,5658 S HALSTED ST,60613
733621,12,780.0,DUNKIN DONUTS,4157 N BROADWAY,60613
945636,7,721.0,MARIANO'S,524 N CLARK ST,60615
328389,22,730.0,ADVANCE AUTO,8314 W NORTH AVE,60628
126053,13,992.0,POTBELLY,1817 S COTTAGE GROVE AVE,60627
454441,20,402.0,CVS PHARMACY,493 W MADISON ST,60604
946701,43,746.0,LOWES,8183 N WESTERN AVE,60635
79638,49,765.0,PORTILLOS,7715 W IRVING PARK RD,60635
939640,28,225.0,MARIANO'S,7267 S PULASKI RD,60625
142366,21,263.0,KRAFT FOODS,1564 N CLARK ST,60607
189985,11,409.0,CELINA DELI,5732 W 63RD ST,60619
822854,47,231.0,MARIANO'S,5743 W IRVING PARK RD,60603
149063,34,505.0,LOU MALNATIS,3403 W 63RD ST,60607
211315,25,368.0,COSTCO,268 S STATE ST,60610
790542,30,784.0,CVS PHARMACY,8032 W MADISON ST,60616
974889,43,881.0,COSTCO,5164 S HALSTED ST,60603
982956,19,443.0,STARBUCKS,5577 S WABASH AVE,60631
866763,28,351.0,LOU MALNATIS,7446 W DEVON AVE,60606
292960,9,682.0,AUTOZONE,8452 N BROADWAY,60624
361312,28,514.0,DUNKIN DONUTS,2939 N CLARK ST,60626
418273,33,893.0,POTBELLY,4904 W IRVING PARK RD,60623
23949,18,486.0,JEWEL OSCO,5945 S PULASKI RD,60625
722403,20,968.0,DUNKIN DONUTS,8608 S WABASH AVE,60638
917354,30,687.0,PORTILLOS,1731 N CLARK ST,60630
908447,27,481.0,MARIANO'S,8457 N CICERO AVE,60617
244338,32,264.0,CELINA DELI,8900 W IRVING PARK RD,60612
656926,39,176.0,LOWES,4302 S STATE ST,60606
736682,43,984.0,AUTOZONE,5915 S HOUSTON AVE,60630
136360,23,887.0,KRAFT FOODS,7824 S WABASH AVE,60637
315762,27,216.0,LOU MALNATIS,1698 S STATE ST,60616
287954,10,687.0,COSTCO,1902 N MICHIGAN AVE,60628
672691,24,602.0,SAMS CLUB,6970 S COTTAGE GROVE AVE,60617
100806,7,954.0,TONY'S FINER FOODS,9889 S COTTAGE GROVE AVE,60633
910280,38,109.0,ALDI,5685 S PULASKI RD,60621
95545,35,858.0,KRAFT FOODS,6699 N MICHIGAN AVE,60608
93852,34,960.0,TONY'S FINER FOODS,3893 S HOUSTON AVE,60621
794612,22,505.0,ADVANCE AUTO,3875 W MADISON ST,60613
354607,21,918.0,NEYBOUR'S TAVERN,5367 S WABASH AVE,60610
422984,27,462.0,SUBWAY,2684 N SOUTHPORT AVE,60626
787383,36,859.0,MCDONALD'S,4685 N CLARK ST,60612
293589,38,680.0,COSTCO,7455 W MADISON ST,60614
702212,29,181.0,WHOLE FOODS,5009 W IRVING PARK RD,60626
459005,41,134.0,KRAFT FOODS,9707 S COTTAGE GROVE AVE,60618
850387,1,446.0,REGGIE'S BAR & GRILL,7517 N WESTERN AVE,60606
887702,47,797.0,JEWEL OSCO,4000 W 63RD ST,60629
231026,12,502.0,AUTOZONE,4338 S PULASKI RD,60611
612772,37,139.0,WALMART,7610 N MICHIGAN AVE,60620
271639,9,197.0,MCDONALD'S,6887 S HALSTED ST,60611
407479,48,127.0,CVS PHARMACY,9871 S WABASH AVE,60638
851554,34,250.0,WHOLE FOODS,3174 W 43RD ST,60619
965606,20,699.0,ALDI,8268 W 43RD ST,60601
339596,32,406.0,MARIANO'S,6875 N BROADWAY,60610
324916,50,497.0,PORTILLOS,3822 S WABASH AVE,60613
846659,21,605.0,NEYBOUR'S TAVERN,1196 S ARCHER AVE,60610
104674,12,236.0,WALMART,8394 S HALSTED ST,60604
278941,25,123.0,HONEYBEERS,7957 S STATE ST,60624
346365,27,816.0,CELINA DELI,3410 W IRVING PARK RD,60640
813962,27,570.0,CELINA DELI,3357 S PULASKI RD,60639
138380,32,189.0,STARBUCKS,4495 W 63RD ST,60625
873578,50,912.0,PORTILLOS,8241 W 43RD ST,60633
644283,28,268.0,WALMART,1963 W MADISON ST,60639
415780,31,310.0,WALMART,3755 N SOUTHPORT AVE,60635
723332,10,662.0,MCDONALD'S,5369 S STATE ST,60623
621090,27,243.0,PORTILLOS,1659 S WABASH AVE,60607
8029,9,790.0,DUNKIN DONUTS,4217 N CLARK ST,60619
264338,26,367.0,GIORDANOS,9976 W CHICAGO AVE,60637
315973,11,560.0,MCDONALD'S,5734 S ARCHER AVE,60634
779572,34,412.0,CVS PHARMACY,677 W 63RD ST,60606
846155,14,910.0,PORTILLOS,2867 N CICERO AVE,60636
529034,38,986.0,AUTOZONE,7946 N MICHIGAN AVE,60611
417198,26,756.0,MCDONALD'S,4360 S COTTAGE GROVE AVE,60639
307902,11,527.0,AUTOZONE,4849 S ARCHER AVE,60610
655516,42,288.0,POTBELLY,3862 W DEVON AVE,60602
923545,33,605.0,ADVANCE AUTO,2765 W 63RD ST,60616
235284,46,323.0,KRAFT FOODS,8573 W 63RD ST,60633
260608,23,887.0,MCDONALD'S,2677 W NORTH AVE,60623
778406,2,263.0,SUBWAY,4692 W CHICAGO AVE,60609
874774,24,594.0,CVS PHARMACY,1177 W IRVING PARK RD,60610
434015,48,547.0,PORTILLOS,3947 N CICERO AVE,60608
343846,16,112.0,TONY'S FINER FOODS,6995 N CLARK ST,60611
179902,21,446.0,MCDONALD'S,3863 N SOUTHPORT AVE,60612
775764,47,224.0,MCDONALD'S,1243 N CLARK ST,60618
212707,22,254.0,CVS PHARMACY,5373 N SOUTHPORT AVE,60614
682417,8,,HOME DEPOT,2144 W 63RD ST,60611
306418,35,221.0,SPEEDWAY,527 W CHICAGO AVE,60618
678834,30,577.0,ADVANCE AUTO,8343 S ARCHER AVE,60633
901547,21,452.0,WALMART,4243 N BROADWAY,60611
501022,46,754.0,TRADER JOES,825 S ARCHER AVE,60619
707932,40,306.0,KRAFT FOODS,3669 W 43RD ST,60630
497566,43,947.0,ALDI,8868 W MADISON ST,60628
160047,37,594.0,WHOLE FOODS,3226 N MICHIGAN AVE,60631
657933,3,818.0,REGGIE'S BAR & GRILL,9822 N MICHIGAN AVE,60608
166653,13,449.0,GIORDANOS,4250 N CLARK ST,60619
115926,26,160.0,DUNKIN DONUTS,3152 W 43RD ST,60622
325207,24,645.0,DUNKIN DONUTS,7312 S ARCHER AVE,60636
878503,2,800.0,DUNKIN DONUTS,7091 N CLARK ST,60629
594128,43,335.0,ALDI,3272 W MADISON ST,60631
484488,46,486.0,BUONA BEEF,6749 N WESTERN AVE,60623
576863,3,750.0,NEYBOUR'S TAVERN,5452 S HOUSTON AVE,60637
777508,19,915.0,AUTOZONE,5657 N MICHIGAN AVE,60630
589768,9,928.0,SAMS CLUB,9868 S STATE ST,60637
580000,25,536.0,TRADER JOES,4742 N CICERO AVE,60612
30997,19,512.0,TRADER JOES,485 S WABASH AVE,60613
341355,26,330.0,HONEYBEERS,6982 W CHICAGO AVE,60614
811395,22,312.0,WALMART,5140 S PULASKI RD,60623
930234,29,671.0,COSTCO,8174 S HOUSTON AVE,60623
115321,15,829.0,ADVANCE AUTO,9190 W 43RD ST,60606
712357,28,142.0,SEVEN ELEVEN,3309 N CLARK ST,60624
441659,33,401.0,SAMS CLUB,2767 N CICERO AVE,60612
177394,22,769.0,TONY'S FINER FOODS,9808 W CHICAGO AVE,60633
315999,1,757.0,JEWEL OSCO,5256 W NORTH AVE,60620
981969,7,818.0,PIZZA HUT,7116 N WESTERN AVE,60637
205125,7,763.0,SUBWAY,9269 S COTTAGE GROVE AVE,60639
196107,11,809.0,NEYBOUR'S TAVERN,6851 W MADISON ST,60619
799144,48,265.0,WHOLE FOODS,2617 W CHICAGO AVE,60634
83178,11,469.0,WALMART,3787 W 43RD ST,60636
732305,12,565.0,ALDI,2800 S HALSTED ST,60640
862374,4,794.0,WALMART,5768 N CLARK ST,60625
808339,35,604.0,PORTILLOS,3913 W DEVON AVE,60626
724303,42,115.0,AUTOZONE,6179 S HOUSTON AVE,60613
64801,30,654.0,MARIANO'S,657 N BROADWAY,60625
159937,42,444.0,SHELL STATION,3383 W IRVING PARK RD,60617
626465,47,737.0,TARGET,7603 W MADISON ST,60611
971699,44,270.0,KRAFT FOODS,3942 N MICHIGAN AVE,60628
382570,22,526.0,NEYBOUR'S TAVERN,5485 N MICHIGAN AVE,60601
276517,25,853.0,BUONA BEEF,4972 W NORTH AVE,60630
388744,46,859.0,MARIANO'S,2273 W CHICAGO AVE,60615
845862,26,491.0,DOMINICKS,5426 W IRVING PARK RD,60606
721109,18,666.0,HONEYBEERS,2022 N WESTERN AVE,60606
131318,3,605.0,PORTILLOS,2305 S HOUSTON AVE,60640
645940,47,643.0,CELINA DELI,2136 S HOUSTON AVE,60632
355471,27,672.0,SEVEN ELEVEN,9291 W 63RD ST,60613
900045,12,156.0,HOME DEPOT,8727 N WESTERN AVE,60614
963846,45,962.0,REGGIE'S BAR & GRILL,8729 W 43RD ST,60624
830655,14,338.0,KRAFT FOODS,9736 N MICHIGAN AVE,60626
423540,14,161.0,TARGET,4209 W CHICAGO AVE,60632
754338,34,772.0,WALGREENS,9127 S HOUSTON AVE,60614
44488,19,661.0,CELINA DELI,5643 S PULASKI RD,60611
851851,1,151.0,TARGET,4998 N WESTERN AVE,60613
133113,10,689.0,ADVANCE AUTO,4148 N BROADWAY,60632
255015,46,218.0,HONEYBEERS,7948 N BROADWAY,60640
14082,17,959.0,WHOLE FOODS,6429 S STATE ST,60635
55405,10,824.0,LOU MALNATIS,3070 W DEVON AVE,60617
198061,50,158.0,WALGREENS,4827 N BROADWAY,60620
63306,21,875.0,COSTCO,7560 S STATE ST,60617
124175,28,586.0,BUONA BEEF,2037 S PULASKI RD,60617
809535,17,254.0,DUNKIN DONUTS,3978 N CICERO AVE,60617
84877,4,639.0,LOU MALNATIS,5477 W CHICAGO AVE,60627
66555,9,107.0,WALMART,1823 W 43RD ST,60631
458859,46,223.0,GIORDANOS,9034 N CICERO AVE,60634
380984,1,875.0,PIZZA HUT,901 N BROADWAY,60633
754529,46,143.0,SAMS CLUB,3006 W IRVING PARK RD,60605
851693,6,728.0,REGGIE'S BAR & GRILL,3765 N SOUTHPORT AVE,60601
398274,15,473.0,DOMINICKS,3494 W IRVING PARK RD,60614
709730,29,922.0,DUNKIN DONUTS,2027 N CLARK ST,60628
196087,16,823.0,MARIANO'S,8888 S WABASH AVE,60623
220414,31,629.0,SEVEN ELEVEN,7176 S PULASKI RD,60612
183944,13,197.0,BUONA BEEF,451 N CICERO AVE,60616
666381,44,685.0,HONEYBEERS,1034 W DEVON AVE,60627
965853,16,698.0,CELINA DELI,6286 S STATE ST,60634
997901,28,244.0,WALMART,9337 S HALSTED ST,60631
822425,9,407.0,PIZZA HUT,9404 S COTTAGE GROVE AVE,60630
397153,49,343.0,BP GAS STATION,7100 W IRVING PARK RD,60612
738655,17,358.0,CELINA DELI,6975 S COTTAGE GROVE AVE,60636
602793,2,171.0,ADVANCE AUTO,6746 W 63RD ST,60630
786605,48,479.0,SAMS CLUB,6569 S WABASH AVE,60604
448731,3,238.0,MARIANO'S,4060 S ARCHER AVE,60605
370373,19,151.0,POTBELLY,443 S STATE ST,60623
851752,18,731.0,HOME DEPOT,9184 N CLARK ST,60640
816700,28,939.0,KRAFT FOODS,4019 S STATE ST,60622
759663,17,904.0,SEVEN ELEVEN,1527 S ARCHER AVE,60639
714240,35,468.0,SPEEDWAY,8428 N CLARK ST,60615
728514,14,343.0,STARBUCKS,442 N MICHIGAN AVE,60612
101277,34,190.0,BP GAS STATION,5873 N CICERO AVE,60607
5801,22,941.0,BUONA BEEF,2318 S HOUSTON AVE,60609
583252,47,611.0,SUBWAY,2833 S COTTAGE GROVE AVE,60602
112110,21,368.0,CVS PHARMACY,2633 N BROADWAY,60628
884254,36,623.0,SAMS CLUB,9145 N CICERO AVE,60608
67358,43,883.0,HONEYBEERS,6152 S STATE ST,60612
25197,19,621.0,PIZZA HUT,9658 S HOUSTON AVE,60631
488300,45,238.0,MARIANO'S,2208 N SOUTHPORT AVE,60609
910083,12,788.0,BP GAS STATION,7412 N MICHIGAN AVE,60604
938610,33,698.0,KRAFT FOODS,8965 N SOUTHPORT AVE,60619
631138,8,585.0,ALDI,7267 S COTTAGE GROVE AVE,60630
707747,25,465.0,TONY'S FINER FOODS,3213 S ARCHER AVE,60603
736265,13,227.0,DOMINICKS,8115 S ARCHER AVE,60607
60922,27,621.0,PIZZA HUT,1476 N WESTERN AVE,60623
267750,4,733.0,DUNKIN DONUTS,371 N SOUTHPORT AVE,60618
809631,25,358.0,TONY'S FINER FOODS,5450 S WABASH AVE,60633
155149,14,752.0,NEYBOUR'S TAVERN,736 N BROADWAY,60636
130565,41,747.0,HOME DEPOT,1227 W CHICAGO AVE,60613
717068,31,704.0,PORTILLOS,4310 W 63RD ST,60640
628800,39,800.0,POTBELLY,2481 W 43RD ST,60608
862557,31,392.0,COSTCO,3024 S WABASH AVE,60621
510292,18,887.0,STARBUCKS,2353 N WESTERN AVE,60619
616690,38,183.0,BP GAS STATION,6688 N CLARK ST,60632
249624,19,771.0,TRADER JOES,6360 S WABASH AVE,60608
345690,21,961.0,MARIANO'S,736 S WABASH AVE,60626
325971,29,106.0,DUNKIN DONUTS,5421 N BROADWAY,60611
429393,2,820.0,POTBELLY,8088 S STATE ST,60636
336900,25,881.0,DOMINICKS,2412 N WESTERN AVE,60614
160800,40,229.0,SEVEN ELEVEN,2897 N CLARK ST,60617
272565,33,736.0,SPEEDWAY,439 W MADISON ST,60627
791751,27,990.0,SPEEDWAY,7415 W DEVON AVE,60623
144413,32,694.0,ALDI,8500 N MICHIGAN AVE,60618
753334,21,962.0,PORTILLOS,7267 N MICHIGAN AVE,60604
33464,13,486.0,WHOLE FOODS,9265 N MICHIGAN AVE,60638
337269,4,613.0,DUNKIN DONUTS,333 W DEVON AVE,60629
833901,36,487.0,PORTILLOS,9253 W IRVING PARK RD,60619
45260,10,645.0,SUBWAY,9538 S STATE ST,60604
448686,35,290.0,TONY'S FINER FOODS,3507 N BROADWAY,60634
202911,43,568.0,TONY'S FINER FOODS,5263 S STATE ST,60615
894060,43,183.0,WALGREENS,1941 N BROADWAY,60601
992472,48,370.0,AUTOZONE,9787 W NORTH AVE,60622
399667,49,552.0,KRAFT FOODS,217 N SOUTHPORT AVE,60609
595624,40,179.0,STARBUCKS,1554 W DEVON AVE,60616
789144,42,935.0,POTBELLY,3950 W MADISON ST,60602
823514,36,742.0,BUONA BEEF,530 S PULASKI RD,60610
379400,47,348.0,CVS PHARMACY,3842 W 63RD ST,60621
501741,31,147.0,KRAFT FOODS,8412 S HALSTED ST,60637
401189,10,422.0,SEVEN ELEVEN,6856 S WABASH AVE,60621
359862,32,175.0,SPEEDWAY,1285 N SOUTHPORT AVE,60601
189364,45,982.0,TRADER JOES,5420 N CICERO AVE,60627
353668,32,264.0,LOWES,4157 N WESTERN AVE,60619
77245,47,450.0,TONY'S FINER FOODS,9514 N WESTERN AVE,60623
595301,33,492.0,DUNKIN DONUTS,5357 W NORTH AVE,60615
299843,24,757.0,BUONA BEEF,6170 W DEVON AVE,60615
712099,24,890.0,NEYBOUR'S TAVERN,4555 S WABASH AVE,60628
142611,37,773.0,PIZZA HUT,6819 N BROADWAY,60634
837315,31,434.0,CELINA DELI,7978 W DEVON AVE,60614
103131,5,556.0,ALDI,9604 N BROADWAY,60622
330283,36,238.0,DUNKIN DONUTS,7566 S HALSTED ST,60608
642297,35,456.0,POTBELLY,7492 N SOUTHPORT AVE,60610
761740,34,136.0,DOMINICKS,8174 S HOUSTON AVE,60640
556913,40,763.0,POTBELLY,7182 S STATE ST,60630
479268,19,266.0,LOU MALNATIS,2540 W 43RD ST,60630
433025,10,682.0,SAMS CLUB,1405 N SOUTHPORT AVE,60624
684314,19,210.0,ALDI,6342 W 43RD ST,60601
182553,41,795.0,TONY'S FINER FOODS,8206 W CHICAGO AVE,60615
568949,21,585.0,HOME DEPOT,4162 S COTTAGE GROVE AVE,60603
632633,12,495.0,WALMART,146 S PULASKI RD,60619
240889,47,115.0,TONY'S FINER FOODS,6588 S STATE ST,60627
270037,50,934.0,NEYBOUR'S TAVERN,3856 W CHICAGO AVE,60630
58234,3,251.0,JEWEL OSCO,4872 S STATE ST,60638
276948,6,803.0,LOU MALNATIS,5832 S PULASKI RD,60620
194987,23,434.0,COSTCO,9982 S WABASH AVE,60630
505240,30,530.0,WALMART,1903 W MADISON ST,60634
760183,10,938.0,DOMINICKS,5690 S COTTAGE GROVE AVE,60612
406301,37,936.0,CVS PHARMACY,2279 N WESTERN AVE,60619
339771,49,411.0,ALDI,6303 N SOUTHPORT AVE,60626
66625,21,584.0,REGGIE'S BAR & GRILL,5377 S HOUSTON AVE,60622
