id,original_title,popularity,release_date
79096,Casablanca,93.565804,2001-08-15
88910,WALL-E,77.348005,2010-06-07
67070,Kingdom of Heaven,14.980928,1997-11-30
26879,Indiana Jones,89.104069,2013-12-02
15932,The Shawshank Redemption,85.45163,2001-02-05
37276,Jurassic Park,54.009547,2019-04-14
1514,The Matrix,16.923698,1991-02-27
28779,Spider-Man,42.532419,2008-12-30
36047,Troy,55.251356,2003-03-21
75175,The Incredibles,21.35106,2002-07-03
35043,Oliver Twist,85.916784,2014-04-17
54993,Interstellar,83.438405,2020-03-18
37317,Grown Ups,2.818884,2000-07-16
88410,Goodfellas,2.455006,2005-02-17
33240,Goodfellas,43.965645,1998-12-21
30182,300,92.458479,1991-11-02
43556,The Incredibles,76.927875,1996-01-12
27942,Infamous,95.867414,2007-07-23
98358,Cars,28.754256,2016-06-07
25391,Batman Begins,96.832321,1997-03-02
56299,Braveheart,53.384949,1997-09-13
69861,The Shawshank Redemption,61.29599,2016-01-23
4745,Harry Potter,23.275601,1990-04-08
68223,Ratatouille,46.407272,1998-07-16
24245,Batman Begins,75.744588,1995-06-14
84298,Cars,35.434327,2009-01-16
78973,The Matrix,7.431844,2004-07-29
92037,Cars,83.856446,1997-04-15
75771,Star Wars,3.822759,2006-11-02
74938,Cars,10.08103,1990-12-12
9658,WALL-E,63.891519,2012-02-17
84521,Vertigo,67.015946,2004-09-28
53684,Kingdom of Heaven,55.209374,1998-08-15
77753,Goodfellas,8.237038,1995-05-08
6532,Cars,77.796949,2003-02-20
46526,Up,60.021618,1997-08-17
5633,Batman Begins,67.212233,2011-08-19
49061,Lord of the Rings,0.788639,2013-10-05
99181,Citizen Kane,9.2458,2014-11-30
37857,Psycho,72.232421,2020-03-30
32472,Ratatouille,67.938545,2009-04-12
60289,Monsters Inc,20.236236,2003-10-18
46066,Braveheart,50.734755,1993-01-28
90860,Lord of the Rings,31.584309,2016-01-29
68866,Better Luck Tomorrow,62.677844,2012-08-26
49822,Jurassic Park,79.850115,2020-11-08
65642,Up,19.209474,2008-02-08
20792,Titanic,65.105878,1992-08-09
92061,Brave,43.721551,2008-04-13
82567,Cars,19.679068,1990-05-01
75438,Toy Story,39.954373,1997-05-22
91518,The Godfather,10.870701,1994-06-27
64068,Forrest Gump,65.937419,2008-05-01
21539,Psycho,99.820651,2011-11-04
88909,The Godfather,73.459939,2000-07-13
63576,Troy,85.272791,2011-12-03
85070,Toy Story,22.963773,2005-07-28
17470,Troy,11.065685,2016-02-15
65000,Se7en,0.713581,2007-01-25
25297,Pulp Fiction,73.094445,2012-04-11
5966,Shrek,82.402347,2011-09-15
95356,Brave,19.314285,2003-10-07
97439,The Godfather,48.089271,2002-04-10
53492,The Matrix,58.710159,1998-05-27
9523,Schindler's List,95.839776,1998-12-01
97287,The Dark Knight,91.437426,1997-04-21
6764,The Avengers,2.065964,2005-03-30
48259,The Silence of the Lambs,5.397847,2001-08-24
49022,The Avengers,95.910671,2006-08-03
31265,Ratatouille,6.280902,1991-02-28
81677,Infamous,58.409193,1992-01-04
97277,Infamous,8.387862,2020-07-03
56796,The Matrix,66.853706,1991-10-27
85681,Goodfellas,18.828839,1999-05-15
52468,Lord of the Rings,3.897889,2004-02-02
86666,The Godfather,28.243693,1996-06-28
68161,Grown Ups,53.368532,2012-11-25
50896,Finding Nemo,53.732542,2014-05-19
37347,Fight Club,76.472425,2020-02-27
7177,Grown Ups,6.517748,2003-11-13
89494,The Shawshank Redemption,1.314202,2009-11-15
70868,Indiana Jones,71.56362,2018-09-07
69551,The Shawshank Redemption,95.446919,1991-09-24
76371,Spider-Man,19.674554,2001-07-20
37115,Avatar,15.415648,2009-04-08
76166,Pulp Fiction,34.624021,1999-09-07
56391,Iron Man,70.372182,1999-09-13
95065,Lord of the Rings,76.299015,2010-07-27
75436,The Incredibles,93.700653,1993-08-03
55948,WALL-E,80.291508,1992-02-13
80634,Goodfellas,3.26198,1994-02-17
64590,The Silence of the Lambs,21.03455,1992-08-16
11350,Psycho,35.875228,1997-06-14
89511,Titanic,94.717702,1990-06-01
96165,The Incredibles,60.758194,2001-01-08
14656,Harry Potter,99.633579,2005-12-21
44707,Better Luck Tomorrow,32.10333,2016-04-07
75936,Kingdom of Heaven,92.177621,1996-06-20
88354,Cars,70.014116,1994-12-21
75972,300,88.762938,2012-03-31
16169,Interstellar,92.301172,1993-08-22
9662,Avatar,45.575965,2015-12-05
47672,Grown Ups,87.259348,2010-12-06
66398,Jurassic Park,98.332288,1993-01-15
50136,Oliver Twist,66.878143,1993-08-07
75177,Jurassic Park,26.275032,2007-11-08
54893,Kingdom of Heaven,27.297617,2011-12-18
7984,Interstellar,75.363533,2011-05-24
9989,Better Luck Tomorrow,33.200628,1997-07-06
94880,Iron Man,41.399151,2004-12-15
99304,Harry Potter,52.888942,2014-07-10
37567,Fight Club,91.212644,2019-03-03
1265,The Silence of the Lambs,71.276428,1995-03-08
80229,The Matrix,29.453161,1992-07-26
50080,300,13.800773,2006-07-11
53697,Finding Nemo,29.335178,1997-05-22
30796,Braveheart,33.685308,2004-12-16
72785,Ratatouille,73.395758,1991-11-28
1672,Shrek,42.811917,2015-02-08
30331,Iron Man,99.794681,1996-04-29
47931,Braveheart,3.932145,1998-11-22
70417,300,35.748018,2014-01-23
90650,Psycho,9.050252,2004-09-11
52241,Pulp Fiction,35.99396,1994-06-03
2229,Toy Story,43.654547,2018-03-26
47958,Indiana Jones,89.169026,2001-10-25
3331,The Godfather,42.823541,1997-04-05
21699,Troy,3.037566,2017-12-14
99267,Ratatouille,95.541203,1991-04-08
15367,Lord of the Rings,14.95298,1991-09-21
33082,Psycho,77.48417,1993-05-27
66863,Better Luck Tomorrow,20.42668,2006-08-01
28422,Vertigo,92.371682,2019-11-10
69677,Finding Nemo,23.041193,2008-06-06
82361,Indiana Jones,85.588987,2004-07-16
37683,Cars,41.748469,2009-11-19
66769,Jurassic Park,44.990737,1998-06-02
33145,Casablanca,63.106133,2004-11-15
49816,Spider-Man,48.998403,1996-02-24
55999,Up,34.005958,2005-10-28
45823,Iron Man,24.639137,1998-11-25
45244,Goodfellas,26.990371,2000-04-09
86535,Ratatouille,70.504813,2020-07-14
39118,Alpha and Omega,11.320529,1997-03-09
71789,The Matrix,56.375805,2001-12-13
21390,Back to the Future,38.261226,1991-04-11
72443,Braveheart,35.635613,1991-05-15
56183,Monsters Inc,71.691393,1995-05-26
11946,Interstellar,50.571156,2013-11-11
64378,Inception,8.180719,2014-04-20
25781,Psycho,91.001965,1999-03-08
15726,Forrest Gump,89.852959,2000-08-17
95957,Avatar,42.822961,2018-04-27
57524,Vertigo,1.868708,1991-10-30
21292,Forrest Gump,6.495022,2008-10-25
34867,Avatar,49.413909,2013-09-17
36101,The Avengers,8.602136,2003-06-13
34161,Gladiator,44.601055,1999-08-07
55317,Iron Man,19.3799,2001-11-15
24565,Troy,80.345949,1993-07-14
72247,Back to the Future,37.073604,2015-01-30
64476,The Godfather,38.159598,1999-10-13
5443,Back to the Future,2.981,2018-04-22
38261,Braveheart,65.549522,2011-10-29
4521,Star Wars,77.459715,2008-03-07
47095,Citizen Kane,26.715859,2012-07-15
23388,Brave,61.871211,2000-11-28
79319,The Matrix,64.866086,2009-01-09
68609,Alpha and Omega,63.151706,1991-11-20
66955,Better Luck Tomorrow,69.981537,2018-03-26
1670,Lord of the Rings,78.606316,2011-07-10
44805,Citizen Kane,75.925973,2007-10-26
4248,The Shawshank Redemption,57.61624,2011-05-01
9655,Se7en,93.918055,2000-09-13
36175,Goodfellas,78.155765,2020-12-26
55350,Star Wars,89.14041,2011-05-28
52181,Gladiator,51.028679,1990-08-21
95104,Ratatouille,70.197412,1996-06-08
91843,Goodfellas,86.376467,2000-05-19
69515,Grown Ups,54.207531,2012-02-25
26513,Pulp Fiction,87.466035,1998-07-01
27151,Cars,72.660801,2004-11-14
85748,The Dark Knight,75.50135,1999-01-17
70239,Avatar,92.770693,2003-08-13
32785,WALL-E,33.364641,2009-07-20
73037,Troy,59.669283,2012-02-29
42475,Star Wars,27.629682,2000-02-16
47708,Avatar,53.153794,2000-08-10
49584,300,44.643062,1996-11-16
40959,Indiana Jones,46.013581,2000-02-05
14417,Grown Ups,21.253426,2019-12-16
19552,Infamous,62.737321,2001-08-30
605,Fight Club,79.660033,2007-01-15
39362,Harry Potter,27.231461,2002-01-18
26481,Toy Story,12.830647,1996-06-30
41091,Vertigo,25.908248,2012-09-24
54763,Cars,75.645439,2011-01-30
92800,Avatar,6.808804,2019-12-02
61116,Spider-Man,61.971253,2005-03-04
4437,Iron Man,82.070944,1992-06-14
75489,The Avengers,80.264664,1998-11-29
90616,The Avengers,98.759962,2014-10-25
227,Harry Potter,79.103698,2003-07-10
34445,Avatar,13.916092,2013-10-09
6334,Gladiator,35.038615,2003-02-06
52503,Cars,22.089676,2020-09-27
17112,Troy,37.949841,1992-11-01
89702,Kingdom of Heaven,63.873068,2018-11-05
69842,Harry Potter,29.338343,2019-09-11
45999,Inception,13.312464,2016-02-29
43533,Spider-Man,71.5632,1999-03-09
7416,Kingdom of Heaven,12.160962,2001-08-19
28181,Indiana Jones,94.816386,2005-03-16
32214,Monsters Inc,62.048432,2013-05-25
89465,Gladiator,76.55851,1995-09-14
59976,Batman Begins,82.515953,1999-10-14
44139,Goodfellas,64.47964,1990-06-29
81248,Vertigo,70.348759,2010-12-17
76462,Grown Ups,79.139644,2017-02-26
3837,Ratatouille,45.68213,2000-09-16
36956,Vertigo,0.774079,2000-03-18
83813,The Silence of the Lambs,96.715311,2007-02-22
48882,Jurassic Park,24.650826,2014-05-26
58786,The Avengers,15.3941,1992-09-05
48434,Jurassic Park,91.961692,1998-08-17
87420,The Avengers,54.353127,2010-12-06
91223,The Matrix,27.928179,1992-04-26
49794,Iron Man,93.210631,2009-04-06
97124,300,85.608619,1993-07-20
3353,The Matrix,45.853274,2005-06-17
91414,Kingdom of Heaven,95.640169,1990-06-17
32388,Gladiator,9.775564,1990-03-16
20872,Finding Nemo,93.791988,2010-05-02
36296,Shrek,46.306305,2020-07-06
97921,Braveheart,46.412719,1999-06-09
17264,Shrek,45.605454,2008-11-23
5493,Alpha and Omega,43.334761,2019-12-02
52075,The Godfather,53.969146,2009-07-09
51606,Infamous,99.518433,2001-05-15
76555,Spider-Man,1.940731,2006-01-11
52386,Harry Potter,50.256951,2005-01-27
75025,Star Wars,28.721141,1993-12-11
3516,Goodfellas,17.56158,2020-03-07
52030,Casablanca,92.546875,2003-05-01
15560,Forrest Gump,38.756335,1999-08-10
71050,The Lion King,54.866539,2009-08-11
46890,Indiana Jones,93.072553,2015-05-28
87835,The Matrix,48.201034,2015-05-21
80990,Better Luck Tomorrow,29.175608,2008-11-09
39916,Cars,10.130219,2003-09-16
21497,Finding Nemo,60.03743,2014-05-07
35236,The Shawshank Redemption,91.203543,2001-12-12
40112,Braveheart,8.535819,1992-07-01
20273,Spider-Man,44.869265,2011-05-28
40816,Better Luck Tomorrow,66.630609,2014-06-02
14530,Troy,10.520769,1996-05-12
50427,Cars,8.332112,1996-10-19
20314,Gladiator,20.84736,2005-05-13
37762,Titanic,13.565588,2007-11-23
95764,Braveheart,38.093179,2020-11-02
84017,The Lion King,41.313627,2001-02-24
10202,Indiana Jones,45.548232,2013-01-06
45023,Better Luck Tomorrow,49.366509,2000-02-18
43222,The Godfather,6.296036,1996-11-14
55345,Spider-Man,66.465058,1990-12-26
9032,Troy,73.504839,2001-12-27
34207,Casablanca,14.154591,2005-05-12
13719,Vertigo,23.083288,2013-03-27
87414,Braveheart,28.416127,2002-03-17
88716,Interstellar,41.910655,1992-04-10
6100,Toy Story,40.455525,2013-10-10
21859,Up,20.964181,1990-12-29
80760,Goodfellas,7.810249,1997-07-01
1154,Infamous,29.401307,1990-03-21
64132,Star Wars,78.031915,1993-06-18
32202,300,6.3058,2018-08-13
74008,Vertigo,36.932585,2002-04-14
602,Ratatouille,19.682103,2010-01-24
81569,The Incredibles,71.394893,2020-12-07
7167,Jurassic Park,33.478863,2016-10-26
87398,Harry Potter,40.029163,2005-10-11
63136,300,91.751577,1997-10-27
66372,Oliver Twist,61.314147,1997-04-04
13811,Casablanca,82.470189,2017-10-09
59744,Better Luck Tomorrow,68.648672,2012-01-23
75481,Star Wars,96.020429,2010-05-05
78902,Pulp Fiction,57.371104,1995-06-05
29638,Pulp Fiction,25.367217,2016-01-30
39328,Psycho,69.588984,2019-09-05
9556,Oliver Twist,82.115466,2015-02-05
40161,Toy Story,96.774083,2012-02-23
88896,WALL-E,61.96615,2014-04-03
47105,Troy,82.285589,2009-07-27
46351,Vertigo,71.206357,1997-09-29
59048,The Shawshank Redemption,77.616176,2011-08-10
14831,The Matrix,59.978168,1997-05-16
84301,Brave,29.46108,1998-05-04
61407,Star Wars,9.216362,2013-04-28
48825,Harry Potter,72.131292,2005-07-30
26764,Fight Club,83.036721,2012-04-07
71097,Spider-Man,77.230208,2008-04-28
42363,Batman Begins,4.442306,2008-10-29
1484,The Shawshank Redemption,5.971041,2004-08-28
50555,Goodfellas,10.761552,2002-12-14
30920,Harry Potter,82.531919,1993-12-24
48589,Grown Ups,61.257498,2014-06-26
33433,The Dark Knight,59.175599,2018-07-18
17368,Gladiator,21.726543,2011-01-09
83662,The Shawshank Redemption,8.117329,2001-06-01
50313,Oliver Twist,79.713725,2014-05-02
31308,Vertigo,82.926229,2003-08-10
29660,Goodfellas,25.509528,2000-02-11
78361,Forrest Gump,82.682531,2011-12-27
53914,The Godfather,31.638691,2015-11-09
59731,Iron Man,81.291406,2009-12-04
70717,Grown Ups,7.333201,2015-12-13
26209,Goodfellas,34.800588,1998-04-11
30530,Up,77.156183,1998-08-26
63532,Iron Man,29.233001,1992-10-29
2460,Pulp Fiction,4.509471,2001-05-23
21831,Infamous,15.459013,2003-06-15
95734,Ratatouille,96.187799,2007-11-30
78603,300,60.224002,1992-04-05
54777,Pulp Fiction,18.107366,2016-12-31
65977,Spider-Man,64.945552,2003-03-08
29054,Up,62.519583,1992-10-15
78650,Spider-Man,41.076126,1999-04-22
22793,Batman Begins,66.844523,2007-08-25
95674,Se7en,11.624967,1990-12-13
84045,Forrest Gump,32.480714,1992-06-24
21432,Oliver Twist,4.239509,2000-01-28
73712,Lord of the Rings,91.489096,2008-04-28
60515,The Matrix,89.352111,2007-09-02
85550,Goodfellas,20.793444,1992-01-10
84834,Harry Potter,70.911707,1995-06-21
24912,Toy Story,81.399604,2016-01-15
93701,Spider-Man,41.016856,1999-12-11
64629,Pulp Fiction,81.785822,1996-04-24
52018,Lord of the Rings,49.493309,1991-10-26
83363,Star Wars,79.821906,2015-04-05
5319,The Lion King,75.856384,2007-03-07
96692,Grown Ups,56.409836,2001-09-25
32818,Forrest Gump,50.982123,2013-07-28
64308,WALL-E,29.631515,1995-07-03
98694,Indiana Jones,41.436934,2007-07-08
51277,Iron Man,39.478349,2014-04-14
45686,The Avengers,10.774395,1998-03-17
91081,Fight Club,52.645731,2014-01-23
66890,Gladiator,58.241303,2018-02-07
93969,300,96.916459,2009-09-21
20830,Iron Man,28.646882,2011-11-27
33498,Forrest Gump,40.246135,2006-02-09
44532,Vertigo,55.411645,1991-03-04
40654,Batman Begins,85.376993,2020-05-18
37418,Spider-Man,26.167452,2001-01-10
56412,Infamous,23.813703,2016-03-02
234,Monsters Inc,53.422343,2013-06-06
8269,Vertigo,13.292216,2000-12-28
72408,Grown Ups,69.794511,2012-05-06
5041,Toy Story,86.048694,1994-02-12
13648,Batman Begins,3.435731,2000-11-10
80699,Braveheart,19.899689,1994-02-10
5703,Monsters Inc,58.122298,2012-11-16
93406,Iron Man,82.865208,2008-01-13
26484,300,49.26247,2008-10-31
8069,The Avengers,78.543097,1991-08-04
56786,Vertigo,42.513971,2020-05-21
66311,Shrek,39.059701,2001-08-08
39052,The Shawshank Redemption,18.574459,1993-01-29
16560,Grown Ups,15.583598,2006-09-06
19140,Gladiator,74.654697,2000-07-26
12262,The Avengers,17.351281,2016-09-16
85012,300,41.070126,1990-09-19
38372,Shrek,54.727655,1992-02-29
27566,Pulp Fiction,26.807376,2010-07-25
15924,The Matrix,83.323871,2001-11-27
89752,Titanic,40.774344,1993-03-05
99500,Interstellar,37.984882,1994-07-23
442,The Incredibles,18.228626,2011-07-18
57223,Avatar,22.36989,2018-11-26
95338,Psycho,29.482327,1997-06-19
85148,WALL-E,35.258242,2002-11-02
33121,Toy Story,70.279132,2011-03-01
14770,Titanic,99.632382,2010-07-18
3037,Kingdom of Heaven,50.902548,2004-09-28
63732,Gladiator,70.682645,1991-06-05
73884,Goodfellas,24.748981,2003-12-01
62145,Pulp Fiction,94.736098,2011-03-27
28689,Grown Ups,81.133868,2003-10-05
28244,Up,68.665083,1996-01-08
77692,Citizen Kane,31.68259,1991-04-28
69033,Titanic,8.619507,2001-11-06
26269,Ratatouille,96.838343,1990-09-22
38804,The Godfather,72.657745,2008-01-31
34716,Infamous,14.088974,1993-10-27
77106,Forrest Gump,55.408319,1994-09-10
23258,The Godfather,61.295385,2020-10-15
45579,Inception,44.62345,1990-05-01
20005,Grown Ups,47.440404,2004-02-19
91937,The Godfather,54.825945,2012-10-13
83552,Better Luck Tomorrow,80.24985,2015-01-02
80806,Forrest Gump,81.263181,1991-03-17
81892,Finding Nemo,96.079524,2019-11-06
65457,Cars,17.604064,2002-01-28
50288,Fight Club,11.469634,2008-07-11
37344,Finding Nemo,61.248714,2014-12-16
61980,Back to the Future,70.531655,2014-05-26
14603,Se7en,34.324398,2000-11-12
69609,The Dark Knight,98.492442,2013-07-17
16654,The Godfather,84.198857,2005-10-16
45671,Interstellar,49.566627,2006-10-15
88515,Interstellar,72.557905,2002-10-24
62296,Cars,45.579345,2004-09-20
77925,Interstellar,20.362423,2014-07-24
82529,Schindler's List,16.35716,1990-01-08
20374,Ratatouille,29.35295,2019-05-23
21748,Titanic,89.625119,2013-12-20
35460,Grown Ups,37.885458,2017-06-02
53231,Harry Potter,90.717315,2013-06-06
18744,300,79.911654,2007-05-15
29563,The Matrix,60.888126,2008-02-11
29165,Gladiator,89.793555,1992-01-18
61930,The Incredibles,19.351589,2007-01-17
53270,Finding Nemo,8.084098,2004-07-26
46588,Finding Nemo,75.162315,2017-01-30
56760,The Dark Knight,90.588915,2001-04-26
84711,300,38.617885,2000-07-19
70988,300,0.963175,2003-06-17
94578,Vertigo,76.749945,2017-05-26
82030,Monsters Inc,36.81147,2018-09-01
51329,Schindler's List,58.769333,2000-01-04
30410,Kingdom of Heaven,21.334994,2005-10-20
1861,Titanic,68.291308,1997-11-07
12647,Toy Story,53.42371,2001-02-17
24968,Titanic,3.297576,1993-11-12
20847,Iron Man,1.108716,2020-07-08
69611,Kingdom of Heaven,44.054461,2017-02-19
18975,Braveheart,16.811588,2002-08-20
28911,WALL-E,90.610767,2003-06-20
1296,Goodfellas,10.883689,2015-07-30
70637,Oliver Twist,71.760489,2000-01-08
42881,300,35.320115,2016-06-15
3602,The Incredibles,93.529673,2002-04-12
50267,300,13.726619,2019-02-04
33311,Shrek,77.883574,2010-12-09
12624,Oliver Twist,95.942932,2001-11-18
42019,Avatar,95.71901,2017-07-05
42875,The Avengers,25.992253,2020-10-04
2627,WALL-E,29.998487,2005-04-29
88557,Grown Ups,15.373771,1999-02-08
55415,Forrest Gump,37.577424,1993-03-30
17597,Star Wars,68.368443,2010-10-15
10091,Monsters Inc,1.570269,1993-02-28
74786,The Shawshank Redemption,65.205594,2018-06-16
26675,Forrest Gump,2.273764,2013-03-26
64496,Better Luck Tomorrow,66.906616,2001-11-07
92024,Avatar,84.122673,1997-02-06
62617,Oliver Twist,36.335995,2016-11-05
67059,Harry Potter,40.959116,1996-04-03
31691,WALL-E,72.901368,1999-05-31
75915,Spider-Man,81.022646,1997-03-25
11934,Cars,99.964848,2005-08-20
27681,The Godfather,54.290621,1995-01-05
17255,Fight Club,85.53107,1999-10-01
61069,Star Wars,6.083519,1997-04-21
93133,Se7en,11.154985,2017-08-04
77968,The Dark Knight,87.1064,2011-11-24
84135,Brave,38.154051,2014-09-10
77139,The Matrix,22.992635,1992-08-24
78045,Kingdom of Heaven,40.820838,2013-01-31
50679,The Dark Knight,52.799006,2016-01-11
1676,Schindler's List,32.748878,2018-07-11
93885,Iron Man,20.166583,2000-02-17
85544,Toy Story,4.182025,2013-10-18
69197,The Silence of the Lambs,76.875043,1992-03-18
1847,The Avengers,90.445594,1993-12-15
21956,The Silence of the Lambs,2.212344,2018-06-04
42669,Back to the Future,35.271719,2000-06-23
93811,Forrest Gump,89.320187,2005-03-24
28112,The Matrix,2.556912,1998-06-27
93899,The Dark Knight,73.282214,2019-01-09
84047,Infamous,24.708034,2009-10-25
69132,Cars,77.41683,2016-02-13
18865,Schindler's List,68.086685,1994-06-21
87646,Pulp Fiction,94.150376,2016-10-14
91859,Brave,31.008958,2015-03-31
14583,WALL-E,15.579951,1996-09-06
23990,Braveheart,49.756231,2007-02-07
35733,Jurassic Park,98.490423,2002-02-20
54333,Titanic,4.52182,2015-02-22
41426,Casablanca,18.248395,2000-02-25
38565,Fight Club,85.799104,2014-08-16
13378,The Dark Knight,68.786821,2012-04-29
44090,Harry Potter,42.77837,1999-05-22
74356,Star Wars,49.618963,1994-07-18
60614,Citizen Kane,25.95244,2014-08-21
3886,Grown Ups,96.263678,1998-09-15
75291,Harry Potter,34.631506,1991-01-23
32719,Back to the Future,38.296833,2004-01-16
37129,Spider-Man,47.172275,1999-03-15
80293,Monsters Inc,21.758024,2006-08-30
9262,The Shawshank Redemption,20.050461,2001-05-06
90366,Se7en,60.263724,1999-05-02
16200,The Matrix,77.582599,2008-01-31
67426,Ratatouille,75.340895,2014-08-10
81454,WALL-E,56.778384,2006-06-12
58130,Back to the Future,64.072632,1994-07-11
60474,The Lion King,56.587344,1999-02-09
8335,Star Wars,87.555284,1990-12-29
59365,Grown Ups,39.050132,2020-07-22
87061,Citizen Kane,12.767799,2018-05-01
13897,The Silence of the Lambs,43.831808,1995-03-16
39978,Lord of the Rings,87.143771,2017-10-09
42557,Harry Potter,90.127809,1999-08-04
88115,Braveheart,59.154029,2000-06-29
19166,Star Wars,6.692728,2007-01-10
96492,Iron Man,72.374373,2017-01-12
27417,Finding Nemo,65.478307,1994-02-28
76471,Pulp Fiction,45.44303,2004-04-18
9581,Cars,16.718589,2012-07-17
50507,Cars,60.843404,2009-09-21
3300,The Shawshank Redemption,48.488951,1996-08-05
70677,Se7en,6.512303,2000-04-03
55677,Citizen Kane,40.08174,2019-02-16
69705,The Shawshank Redemption,93.900236,2006-05-01
89782,WALL-E,41.442062,2000-12-08
32377,Better Luck Tomorrow,43.226678,2002-11-21
61675,Oliver Twist,55.964838,1997-03-21
14622,Harry Potter,30.06403,2007-11-22
58654,Finding Nemo,7.816835,2016-06-13
19151,Psycho,60.325873,2008-03-03
35644,The Avengers,49.759634,2011-01-11
75863,Infamous,68.482577,2010-12-18
64711,Gladiator,47.903035,2005-02-15
88236,Spider-Man,25.109819,2011-01-26
63594,Goodfellas,38.745238,2017-10-26
43817,Schindler's List,1.843465,2014-12-17
28580,Goodfellas,15.937718,1997-03-27
17272,Brave,78.707896,1990-04-01
59200,Ratatouille,93.201379,2004-09-03
65589,Harry Potter,36.829587,2002-11-12
83900,Casablanca,92.781726,2004-05-28
65790,Jurassic Park,63.729345,2016-01-23
36297,Brave,28.406237,1997-07-10
71681,WALL-E,60.175534,2005-08-25
89101,The Godfather,80.907484,1998-09-24
87082,Toy Story,78.691765,2010-04-29
98821,The Incredibles,88.567632,2011-02-05
18696,300,78.82481,2010-05-17
94634,Fight Club,69.70645,1990-06-13
90533,The Silence of the Lambs,38.678278,1999-01-07
75049,The Dark Knight,18.383848,2016-02-28
22993,Up,11.709298,1998-05-27
9510,Harry Potter,81.360746,2009-10-17
33980,Finding Nemo,76.789816,2006-08-26
65861,Jurassic Park,89.496487,1990-05-18
44372,Vertigo,7.529684,1995-01-15
96855,Fight Club,63.712726,2012-09-20
60059,Alpha and Omega,72.186571,1994-09-15
89078,Casablanca,41.549236,2018-02-25
27138,Citizen Kane,53.376569,1995-09-30
35083,Toy Story,49.907365,1994-08-13
63517,Kingdom of Heaven,43.776837,2020-06-25
22611,Fight Club,29.416335,1991-11-12
76270,The Shawshank Redemption,98.906316,2006-12-19
65765,Star Wars,88.395403,2019-11-02
80690,The Dark Knight,78.764129,1996-06-11
54167,Casablanca,84.265736,2009-08-27
9760,Psycho,83.815512,2010-08-12
23964,Troy,7.940541,2008-05-24
7533,Titanic,57.688401,1993-02-12
92192,Goodfellas,47.335108,1994-07-30
54036,The Matrix,20.274626,1997-03-27
18452,Back to the Future,26.490591,2011-03-24
7432,Citizen Kane,14.559461,1997-11-27
76571,Citizen Kane,47.592566,2018-05-06
14461,Gladiator,26.00467,2004-01-22
81794,Batman Begins,21.647091,1995-04-19
81950,The Godfather,55.096963,1993-10-16
91992,Infamous,21.658532,2006-02-20
13420,Grown Ups,59.166706,1990-08-01
70184,Up,15.976161,1995-11-28
15609,Jurassic Park,70.70949,1991-02-14
44810,Schindler's List,30.66849,1999-04-16
61889,Cars,76.457991,2009-05-31
5547,Up,79.753686,2006-05-14
61493,Indiana Jones,98.586421,2012-02-24
52869,Forrest Gump,2.145413,1993-10-03
53547,Batman Begins,81.084922,1997-01-12
34607,Jurassic Park,48.448025,2001-08-20
34537,The Lion King,12.711574,2006-06-08
35580,Shrek,75.891275,2016-08-24
92819,The Dark Knight,7.048004,2008-07-10
90903,Avatar,86.834228,2020-03-09
31536,Avatar,63.421589,2013-07-17
32970,Finding Nemo,19.273945,1993-05-28
58853,Toy Story,68.248239,2008-02-24
74038,Avatar,17.146229,2017-03-04
94819,Psycho,56.758821,2006-04-15
87035,Grown Ups,0.995407,1993-06-05
30076,Avatar,93.755103,2015-02-27
63698,Interstellar,6.865998,2018-04-01
60321,Jurassic Park,75.106877,2015-09-17
48002,Troy,70.648871,1995-08-19
21893,Iron Man,65.330758,2004-07-28
54961,Oliver Twist,4.391411,2016-12-30
1085,Better Luck Tomorrow,65.723372,2001-10-08
61120,Pulp Fiction,61.475147,1997-01-06
92213,Monsters Inc,63.447026,2004-12-18
82474,Psycho,54.059661,2000-07-15
91842,Indiana Jones,33.379837,2003-12-30
6943,Spider-Man,23.798694,2005-12-30
20274,Finding Nemo,45.903529,2011-08-07
20383,Kingdom of Heaven,38.798848,2016-06-01
48400,Psycho,68.928036,2011-03-09
28200,Cars,27.431628,1993-10-21
37985,Goodfellas,79.274256,2008-02-11
11591,Grown Ups,97.996752,1995-02-13
36559,Batman Begins,70.005801,2001-08-04
13586,Back to the Future,51.475943,2016-08-10
85876,Inception,17.547651,1996-08-25
85746,Schindler's List,98.222148,2003-09-08
50058,Harry Potter,27.634234,2008-09-27
26654,Casablanca,57.053465,1998-07-07
61608,Cars,44.529016,2019-11-21
6455,Cars,20.33226,1994-02-09
16979,Iron Man,78.191346,1991-08-05
21848,Finding Nemo,12.226407,1996-03-14
27767,Better Luck Tomorrow,43.267663,2015-06-03
98912,Fight Club,21.531237,1993-09-15
78240,Up,55.183451,1990-10-06
76464,Braveheart,86.149807,2000-07-19
39649,Up,89.134219,2017-10-03
19726,Inception,53.284674,2002-11-04
56397,Pulp Fiction,24.541706,2005-03-26
68945,Batman Begins,38.654957,1992-05-29
79079,Better Luck Tomorrow,69.03184,1992-12-09
78936,300,29.138416,2001-02-25
53952,Psycho,15.769002,1998-01-15
16535,Schindler's List,28.188588,2013-08-26
58169,Vertigo,12.590407,2009-07-02
41774,The Lion King,28.027222,1990-11-28
27283,Gladiator,4.82926,2018-09-06
60737,WALL-E,6.70701,2012-03-22
4991,Schindler's List,85.914705,2011-03-28
43785,Braveheart,18.235926,2001-02-19
93790,The Avengers,84.457048,2012-04-03
